id,property_number,item_description,account_code,account_name,fund_source,unit_cost,acquisition_date,office_id
1017,2025-05-05.140-0011-000,"Dimension: 1850mmw, 1000mmD, 510mmHt; 20 ga 1.0mm thick T-202 Stainless Steel frontal hood panel; drain gutter, side panel, hood upper panel, interior filter divider and prefabricated electrical junction box; 18 ga 1.2mm thick 304 Stainless Steel prefabricated oil cup; inclusions: 2 sets of Vapor proof lamp with fixtures, glass and CFL light bulb, 1 pc On-Off Control Switch, 3 pcs Stainless Steel type Filter, 500mmlx500mmWx42mm thick; Model: PS-315A and other electrical connections",1.06.05.140.00,"Technical and Scientific Equipment",05,124550.00,2025-02-24,
1018,2025-05-05.140-0012-000,"Dimension: 1850mmw, 1000mmD, 510mmHt; 20 ga 1.0mm thick T-202 Stainless Steel frontal hood panel; drain gutter, side panel, hood upper panel, interior filter divider and prefabricated electrical junction box; 18 ga 1.2mm thick 304 Stainless Steel prefabricated oil cup; inclusions: 2 sets of Vapor proof lamp with fixtures, glass and CFL light bulb, 1 pc On-Off Control Switch, 3 pcs Stainless Steel type Filter, 500mmlx500mmWx42mm thick; Model: PS-315A and other electrical connections",1.06.05.140.00,"Technical and Scientific Equipment",05,124550.00,2025-02-24,
1021,2025-05-05.140-0013-000,"Manual Defrost 3 in 1; function: Chilling, Freezing, Fast freezing; solid top with sliding glass aluminum tube; 6 LED's; color white; Condura - CCF310RI SN: 200082824100015361",1.06.05.140.00,"Technical and Scientific Equipment",05,115685.00,2025-02-24,
1022,2025-05-05.140-0014-000,"Manual Defrost 3 in 1; function: Chilling, Freezing, Fast freezing; solid top with sliding glass aluminum tube; 6 LED's; color white; Condura - CCF310RI SN: 200083124100019515",1.06.05.140.00,"Technical and Scientific Equipment",05,115685.00,2025-02-24,
1023,2025-05-05.140-0015-000,"Height (cm): 178; Width: 91.2; Length (cm): 71.6; Gross Weight (kg): 108; Net Weight (kg): 101; Inverter technology: yes: Capacity: 24.7 cu.ft; Wattage: 160 Samsung side by side space; Color-Matte Silver; Samsung - RS62R5031M9 SN: 0ATZ4NAXA00026",1.06.05.140.00,"Technical and Scientific Equipment",05,229985.00,2025-02-24,
1024,2025-05-05.140-0016-000,"Height (cm): 178; Width: 91.2; Length (cm): 71.6; Gross Weight (kg): 108; Net Weight (kg): 101; Inverter technology: yes: Capacity: 24.7 cu.ft; Wattage: 160 Samsung side by side space; Color-Matte Silver; Samsung - RS62R5031M9 SN: 0ATZ4NAXA00271",1.06.05.140.00,"Technical and Scientific Equipment",05,229985.00,2025-02-24,
1034,2025-05-05.140-0017-000,"refrigeration capacity: approximately 1.7 kW at -15/32 ?C. Maximum Head: 4m Ice Store Capacity: 150L; Glycol-water tank capacity: 28L SN: GT2024121201GTRTMD001",1.06.05.140.00,"Technical and Scientific Equipment",05,667800.00,2025-03-20,
1039,2025-05-05.140-0018-000,"Locally Fabricated; Channel: 75mm x 400mm; Bed length: 2500mm; Tilting adjustment: 1; Side walls: acrylic clear glass (9mm); Bed Channel: Stainless; Pump: 1; Head Tank: Stainless; End Tank: stainless; Steel Base stand with caster wheel; Accessories: 1 stainless steel hook and point gauge; 3 standard weirs",1.06.05.140.00,"Technical and Scientific Equipment",05,530000.00,2025-02-18,
4236,2025-05-05.140-0019-000,"w/ stand Japan (RION) VT-04E",1.06.05.140.00,"Technical and Scientific Equipment",05,215000.00,,
4237,2025-05-05.140-0020-000,"w/ complete accessories",1.06.05.140.00,"Technical and Scientific Equipment",05,220000.00,,
4238,2025-05-05.140-0021-000,"0.65ml.., 1.80ml, .90ml. w/ complete accessories molded resin lap acid resistant w/ 1 gasul tank",1.06.05.140.00,"Technical and Scientific Equipment",05,120000.00,,
4239,2025-05-05.140-0022-000,"0.65ml.., 1.80ml, .90ml. w/ complete accessories molded resin lap acid resistant w/ 1 gasul tank-",1.06.05.140.00,"Technical and Scientific Equipment",05,120000.00,,
4240,2025-05-05.140-0023-000,"Rectangular Shape; Dim, 1.00 MW x 3.00 ML x 0.90 MH; 8 seaters (mars)",1.06.05.140.00,"Technical and Scientific Equipment",05,380000.00,,
4241,2025-05-05.140-0024-000,"Human Torso Chart w/ stand",1.06.05.140.00,"Technical and Scientific Equipment",05,60000.00,,
4242,2025-05-05.140-0025-000,"DC Technology",1.06.05.140.00,"Technical and Scientific Equipment",05,687100.00,,
4243,2025-05-05.140-0026-000,"AC Technology",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4244,2025-05-05.140-0027-000,"Interface Virtual Instrument (Basic VI)",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4245,2025-05-05.140-0028-000,Experimenter,1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4246,2025-05-05.140-0029-000,"Set of Shunts",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4247,2025-05-05.140-0030-000,"Extended Power Supply",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4248,2025-05-05.140-0031-000,"2mm (22pcs) for Unitr@in-1",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4249,2025-05-05.140-0032-000,2mm/5mm,1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4250,2025-05-05.140-0033-000,"Digital Multimeter",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4251,2025-05-05.140-0034-000,"for one system",1.06.05.140.00,"Technical and Scientific Equipment",05,0.00,,
4252,2025-05-05.140-0035-000,"Ohaus; US",1.06.05.140.00,"Technical and Scientific Equipment",05,299750.00,,
4253,2025-05-05.140-0036-000,"Semi-Conductor Component",1.06.05.140.00,"Technical and Scientific Equipment",05,115265.00,,
4254,2025-05-05.140-0037-000,"Transistor and Amplifier Technology",1.06.05.140.00,"Technical and Scientific Equipment",05,140545.00,,
4255,2025-05-05.140-0038-000,"Field Effects Transistor",1.06.05.140.00,"Technical and Scientific Equipment",05,78625.00,,
4256,2025-05-05.140-0039-000,"Power Semi-Conductor",1.06.05.140.00,"Technical and Scientific Equipment",05,55960.00,,
4257,2025-05-05.140-0040-000,"AM/FM Modulatiaon/Demodulation",1.06.05.140.00,"Technical and Scientific Equipment",05,136960.00,,
4258,2025-05-05.140-0041-000,"Transistor Multivibrator",1.06.05.140.00,"Technical and Scientific Equipment",05,84000.00,,
4259,2025-05-05.140-0042-000,"Switched Mode Power",1.06.05.140.00,"Technical and Scientific Equipment",05,76160.00,,
4260,2025-05-05.140-0043-000,"Pulse Modulation Methods PCM/PAM",1.06.05.140.00,"Technical and Scientific Equipment",05,287040.00,,
4261,2025-05-05.140-0044-000,Ohaus,1.06.05.140.00,"Technical and Scientific Equipment",05,179850.00,,
4262,2025-05-05.140-0045-000,"Lafeyette; actusry reconditioned & calibrated; 220v; 60Hz; 5 colored inking pens; 10"" chart paper; operating manual; in aluminum casing w/ examination table Model: 761-96GA*C S/N: 353483 (Ambassador)",1.06.05.140.00,"Technical and Scientific Equipment",05,390000.00,,
4263,2025-05-05.140-0046-000,"w/ lenses, zoom, macro lens, wide angle lens/telephone lens, tri-pod & carrying case #2676822 (Nikon)",1.06.05.140.00,"Technical and Scientific Equipment",05,68000.00,,
4264,2025-05-05.140-0047-000,"Cat # MQDA500 (SIRCHIE)",1.06.05.140.00,"Technical and Scientific Equipment",05,135000.00,,
4265,2025-05-05.140-0048-000,"complete w/ 21"" colored TV Monitor S/N: 1016096; Model: BZ212N50 (Sony), CCD Camera, Photo Camera, 220V for bullet Model: KOM-505; SN: 26891",1.06.05.140.00,"Technical and Scientific Equipment",05,499000.00,,
4266,2025-05-05.140-0049-000,"Crime Scene Sketch Kit Prof",1.06.05.140.00,"Technical and Scientific Equipment",05,62000.00,,
4267,2025-05-05.140-0050-000,"Introduction to Forensic Toxicology",1.06.05.140.00,"Technical and Scientific Equipment",05,85000.00,,
4268,2025-05-05.140-0051-000,"Cat. # MFD 200 (SIRCHIE)",1.06.05.140.00,"Technical and Scientific Equipment",05,55000.00,,
4269,2025-05-05.140-0052-000,"Narcotics and Drug Indentification Kit",1.06.05.140.00,"Technical and Scientific Equipment",05,85000.00,,
4270,2025-05-05.140-0053-000,"Master Evidence Collection Kit",1.06.05.140.00,"Technical and Scientific Equipment",05,60000.00,,
4271,2025-05-05.140-0054-000,"Digital DT-5; SN: 04598",1.06.05.140.00,"Technical and Scientific Equipment",05,159000.00,,
4272,2025-05-05.140-0055-000,"TB11-300; 300g cap x 0.005g sensitivity; digital (Nutex)",1.06.05.140.00,"Technical and Scientific Equipment",05,75200.00,,
4273,2025-05-05.140-0056-000,"DELORENZO DL 3155M33C",1.06.05.140.00,"Technical and Scientific Equipment",05,61620.50,,
4274,2025-05-05.140-0057-000,"DELORENZO DL 3155M33A",1.06.05.140.00,"Technical and Scientific Equipment",05,89567.35,,
4275,2025-05-05.140-0058-000,"DELORENZO DL3155M33B",1.06.05.140.00,"Technical and Scientific Equipment",05,75593.92,,
4276,2025-05-05.140-0059-000,"DELORENZO DL 3155M33",1.06.05.140.00,"Technical and Scientific Equipment",05,209601.33,,
4277,2025-05-05.140-0060-000,"DELORENZO DL 2314",1.06.05.140.00,"Technical and Scientific Equipment",05,1543719.54,,
4278,2025-05-05.140-0061-000,"DELORENZO DL2314SIM",1.06.05.140.00,"Technical and Scientific Equipment",05,56122.76,,
4279,2025-05-05.140-0062-000,"DELORENZO DL2314C",1.06.05.140.00,"Technical and Scientific Equipment",05,508999.08,,
4280,2025-05-05.140-0063-000,"Class ""A"" bridge with 1 console for
ECDIS and RADAR Simulation with maps
Class ""B"" working station
includes 7 units 65"" 4K Smart TV;Devant
65UHV300A091800107
65UHV300A091800122
65UHV300A091800002
65UHV300A091800142
65UHV300A091800034
65UHV300A091800083
7 units AOC led monitor
SN: GRLJAHA006682
SN: GRLJAHA006629
SN: GRLJAHA006642
SN: GRLJAHA005933
SN: GRLJAHA006649
SN: GRLJAHA005940
SN: GRLJAHA005942
1 unit LG Led TV; SN: 807NTTQ86785
3 units Ibook with no SN
18 units 55"" UHD 4K Flat Smart TV	
SN: 55UHV400A071800584
55UHV400A071801141
55UHV400A071801185
55UHV400A071801026
55UHV400A071801079
55UHV400A071800950
55UHV400A071800891
55UHV400A071801035
55UHV400A071800525
55UHV400A071801028
55UHV400A071800564
55UHV400A071800854
55UHV400A071801048
55UHV400A071800820
55UHV400A071801024
55UHV400A071801075
55UHV400A071801078
55UHV400A071800968
PC-Bases engine Simulator includes software
such as:Turbo Diesel software
Virtual Engine Room Software
CBT Marine Training software
medium speed engine room simulator software
steam engine room simulator software
Marine Diesel Engine; Marine Steam Turbine
Marine Gas turbine; Marine steam boilers
with 12 sets of Desktop Computer
Intel Core i7; 2.7 Ghz; 8 GB Ram DDR4 1TB HDD; 24"" LED Monitor; Keyboard;Mouse, 11 pcs 1200VA UPS; 1 pc Network switch Hub 16 ports; 10 pcs head sets; with 2 units CISS Printer Epson L3110; Swivel Chair (Black leather ; metal and wood frame); 5 laboratory tables; Blue and 1 Instructor station (blue)
monitor SN: 1M2471WH83801086   (8)
monitor SN: 1M2471WH83800790   (6)
monitor SN: 1M2471WH84100147   (10)
monitor SN: 1M2471WH83801089   (9)
monitor SN: 1M2471WH84160162   (7)
monitor SN: 1M2471WH8H100136   (5)
monitor SN: 1M2471WH84100001   (2)
monitor SN: 1M2471WH83801325   (1)
monitor SN: 1M2471WH83801696   (4)
monitor SN: 1M2471WH83800826   (3)
monitor SN: ZZQ5H4TH900715D (SERVER)
monitor SN: ZZQ5H4TH900712Y  (SPARE)
Mouse, 11 pcs -1200VA UPS (Intex); with black Leather
with 2 units CISS Printer Epson L3110",1.06.05.140.00,"Technical and Scientific Equipment",05,20396000.00,,
4281,2025-05-05.140-0064-000,"Electric 0-2MPa to 0-20MPa (Set)",1.06.05.140.00,"Technical and Scientific Equipment",05,66214.00,,
4282,2025-05-05.140-0065-000,"KOIZUMI KP90N; Planix 7 digital; SN: H17764",1.06.05.140.00,"Technical and Scientific Equipment",05,72000.00,,
4283,2025-05-05.140-0066-000,"Main Frame w/ built-in Main Breaker, Main Switch & Connection Panel (1); Royal Cord w/Industrial Socket, Male & Female on both ends (1); Connection Nodes Panel (3); Three Pole Fuse (220V) Panel (1); MCB Control VoltagePanel (2); Overload Relay Panel (2); Magnetic Contractor Panel (4); Auxillary Relay (110V) Panel (2); Auxillary Relay (220V); Panel (2); Control Transformer (220V : 110V) Panel (1);Start-Stop Button Panel (1); Forward-ReverseButton Panel (1); Limit Switch Panel (1); Timer  (24V-240V); Panel (1); Timer (220V) Panel (1); Pilot Light (220V) panel (1); Pilot Light (110V) Panel (1); Proximity Switch (220V) Panel (1); Load 3phase leads out Panle (1); Load 6 phase leads out Panel (1); connecting wires Red Banana & Jack & Black Banana Jack (1); Motor Control Module Manual (2) w/ free induction motor",1.06.05.140.00,"Technical and Scientific Equipment",05,578800.00,,
4284,2025-05-05.140-0067-000,"SCITECH, FM 06",1.06.05.140.00,"Technical and Scientific Equipment",05,173442.00,,
4285,2025-05-05.140-0068-000,"EPSON, DTF Printer, size 660* 400* 300mm",1.06.05.140.00,"Technical and Scientific Equipment",05,70000.00,,
4286,2025-05-05.140-0069-000,"of Main Switchboard with 3 Units Generator, Model: TB-220413-V-004",1.06.05.140.00,"Technical and Scientific Equipment",05,2451383.00,,
4287,2025-05-05.140-0070-000,"can transmit 3 to 15 psi signal",1.06.05.140.00,"Technical and Scientific Equipment",05,58240.00,,
4288,2025-05-05.140-0071-000,"0-3 bars, 5-50 liters per minute",1.06.05.140.00,"Technical and Scientific Equipment",05,150000.00,,
4289,2025-05-05.140-0072-000,"length 150-350 mm",1.06.05.140.00,"Technical and Scientific Equipment",05,208000.00,,
4290,2025-05-05.140-0073-000,"(1 unit) Logo PLC (8 digital input & 4 digital output), (1 unit) Logo Expansion module (4 digital input & 4 digital output), (1 unit) PLC license, (2 units) 24 volts power supply (3A), (3 units) double acting cylinders, (3 units) 5/2 way solenoid valve with base manifold, (1 unit) ? HP Air Compressor, (2 units) Timer relay (24V), (5 units) 4 pins relay (24V), (2 units) NC Push Buttons (5 units) NO Push Buttons (25 units) Terminal blocks (2 units) 2P Circuit Breaker (6A) (2 units) 2P Circuit Breaker (10A) (1 unit) 3P Circuit Breaker (10A) (1 unit) 3kW Phase inverter (1 unit) 1hp VFD (2 units) Fuse with holder (4 units) Pilot lamps (2 red, 2 green, 2 yellow, 2 white) (6 units) Red Switch 6 units) Limit Switch (2 sets) Steel Frame and Support (1 unit) 1 plc cable (3 units) Magnetic Contactor (220V) (3 units) 14 pins relay (220V) (2 units) Thermal overload relay (1 unit) 1hp 3-phase motor (1 unit) Router (2 units) Tool Box with basic tools",1.06.05.140.00,"Technical and Scientific Equipment",05,359350.00,,
4291,2025-05-05.140-0074-000,"Tag encoder with its attached barcode scanner can be used w/o any computer connection to encode RFID Tags in industry standards formats; simple plug and play; Windows and Mac compatible; Encodes single HF ISO15693 tags in seconods using input from the serial attached barcode scanner, Emcodes RFID TAgs in ISO28560 Parts 2 format, and recommended defaults; EAS security standard in the default mode for tagging; AFI security standards is also available through system set-up commands",1.06.05.140.00,"Technical and Scientific Equipment",05,748000.00,,
4292,2025-05-05.140-0075-000,"Must have a unique blade design and connects via bluetooth to the RFID Reader for easy file uploads into follet Destiny Library Manager software; Slide between books for best read capacbility; Single push button operation signal reads RFID tags within 18"" of either side of blade antenna; RFID General Specification: *All RFID equipment should be type-accepted by National telecommunications Commision. *Must integrate with the existing library software which is follet - destiny Library Manager (DLM) without using third-party software and will not violate its licensing agreement. *Vendor must have served and installed the same RFID Library Security System to at least 20 libraries including 10 government institutions. *Training for the designated library staff without additional charge. *Technical support is free of charge within the warranty period of one (1) year",1.06.05.140.00,"Technical and Scientific Equipment",05,375000.00,,
4293,2025-05-05.140-0076-000,"with Cutter, 1/2'' - 4''; MEIHO",1.06.05.140.00,"Technical and Scientific Equipment",05,74000.00,,
4294,2025-05-05.140-0077-000,"3 decks (6 pans; 60x40, watts: 300 voltage: 220v; Heat Load: 54mJ/h; Rated Gas Pressure: 2800-3000 Pa",1.06.05.140.00,"Technical and Scientific Equipment",05,163000.00,,
4301,2025-05-05.140-0078-000,"control console includes: mini console (1), steering wheel (1), telegraph for two engines (1), touch screen panel (2), with V. Dragon software system,",1.06.05.140.00,"Technical and Scientific Equipment",05,559600.00,2025-07-29,
4302,2025-05-05.140-0079-000,"control console includes: mini console (1), steering wheel (1), telegraph for two engines (1), touch screen panel (2), with V. Dragon software system,",1.06.05.140.00,"Technical and Scientific Equipment",05,559600.00,2025-07-29,
4303,2025-05-05.140-0080-000,"control console includes: mini console (1), steering wheel (1), telegraph for two engines (1), touch screen panel (2), with V. Dragon software system,",1.06.05.140.00,"Technical and Scientific Equipment",05,559600.00,2025-07-29,
4304,2025-05-05.140-0081-000,"control console includes: mini console (1), steering wheel (1), telegraph for two engines (1), touch screen panel (2), with V. Dragon software system,",1.06.05.140.00,"Technical and Scientific Equipment",05,559600.00,2025-07-29,
4305,2025-05-05.140-0082-000,"control console includes: mini console (1), steering wheel (1), telegraph for two engines (1), touch screen panel (2), with V. Dragon software system,",1.06.05.140.00,"Technical and Scientific Equipment",05,559600.00,2025-07-29,
4313,2025-05-05.140-0083-000,"1 unit siemens logo PLC, 1 unit expansion module, 1 unit 2.5A, power supply, 1 unit 10A, 3P, MCB, 1 unit 2A, 2P, MCB, 4 units pilot lamp, 4 units push button, 3 units magnetic contractor, 3 units overload relay, 1 unit selector switch, 1 unit emergency stop, 1 unit router, 1 unit 1 hp induction motor",1.06.05.140.00,"Technical and Scientific Equipment",05,82500.00,2025-12-26,
4314,2025-05-05.140-0084-000,"1 unit VFD (1 HP, 220V), 1 unit 2.5A, power supply, 1 unit 10A, 3P, MCB, 1 unit 2A, 2P, MCB, 2 units pilot lamp, 3 units push button, 2 units selector switch",1.06.05.140.00,"Technical and Scientific Equipment",05,67000.00,2025-12-26,
339,0-07-05.140-0001-000,"2. Low Pressure Burner Stove with Convection Oven-1200mmL x 750mmW x 900mmH",1.06.05.140.00,"Technical and Scientific Equipment",07,369634.00,0000-00-00,
340,0-07-05.140-0002-000,"3. Stainless Steel Dishwashing Table-1500mmL x 600mmW x 1000mmH",1.06.05.140.00,"Technical and Scientific Equipment",07,369634.00,0000-00-00,
341,0-07-05.140-0003-000,"Demo Table-72""W x 36""D x 86""H 1 burner with gas tank",1.06.05.140.00,"Technical and Scientific Equipment",07,94595.00,0000-00-00,
342,0-07-05.140-0004-000,"Demo Table-72""W x 36""D x 86""H 1 burner with gas tank",1.06.05.140.00,"Technical and Scientific Equipment",07,94595.00,0000-00-00,
343,0-07-05.140-0005-000,"Demo Table-72""W x 36""D x 86""H 1 burner with gas tank",1.06.05.140.00,"Technical and Scientific Equipment",07,94595.00,0000-00-00,
344,0-07-05.140-0006-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
345,0-07-05.140-0007-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
346,0-07-05.140-0008-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
347,0-07-05.140-0009-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
348,0-07-05.140-0010-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
349,0-07-05.140-0011-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
350,0-07-05.140-0012-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
351,0-07-05.140-0013-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
352,0-07-05.140-0014-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
353,0-07-05.140-0015-000,"Stainless Steel 4 layers -8ft L x 6ft H x 20"" W",1.06.05.140.00,"Technical and Scientific Equipment",07,65472.00,0000-00-00,
355,0-07-05.140-0016-000,"12 trays- 66.25"" H x 65.5cm L x 51.5cm W, SN: 323393",1.06.05.140.00,"Technical and Scientific Equipment",07,85000.00,0000-00-00,
356,0-07-05.140-0017-000,"13 trays- 66.25"" H x 65.5cm L x 51.5cm W, SN: 323394",1.06.05.140.00,"Technical and Scientific Equipment",07,85000.00,0000-00-00,
359,0-07-05.140-0018-000,"2 doors, 32 trays, SN: 003",1.06.05.140.00,"Technical and Scientific Equipment",07,87500.00,0000-00-00,
360,0-07-05.140-0019-000,"2 doors, 32 trays, SN: 004",1.06.05.140.00,"Technical and Scientific Equipment",07,87500.00,0000-00-00,
361,0-07-05.140-0020-000,"Commercial Reach In; Glass Door display; 2 door",1.06.05.140.00,"Technical and Scientific Equipment",07,82400.00,0000-00-00,
362,0-07-05.140-0021-000,"Commercial Reach In; Glass Door display; 2 door",1.06.05.140.00,"Technical and Scientific Equipment",07,82400.00,0000-00-00,
363,0-07-05.140-0022-000,"Heavy Duty Electric Spiral, SN: 323388",1.06.05.140.00,"Technical and Scientific Equipment",07,57070.00,0000-00-00,
364,0-07-05.140-0023-000,"Heavy Duty Electric Spiral, SN: 323387",1.06.05.140.00,"Technical and Scientific Equipment",07,57070.00,0000-00-00,
365,0-07-05.140-0024-000,"Model: HGB-90Q, Commercial; 3 layer-Dimensions 1170mm x 890mm x 1705mm",1.06.05.140.00,"Technical and Scientific Equipment",07,174720.00,0000-00-00,
366,0-07-05.140-0025-000,"Brand Ruey Shing, Model: A/S 1588-9269, Commercial Reach In; Glass door display,2 door, SN: 0304938CBBCBH010001",1.06.05.140.00,"Technical and Scientific Equipment",07,130000.00,0000-00-00,
367,0-07-05.140-0026-000,"Brand: Ruey Shing, Model: A/S 1588-9269, Commercial Reach In; Glass door display,2 door, SN: 0304938CBBCBH010002",1.06.05.140.00,"Technical and Scientific Equipment",07,130000.00,0000-00-00,
368,0-07-05.140-0027-000,"70L, Rotary Pump-Brand: Magister, SN: 32968",1.06.05.140.00,"Technical and Scientific Equipment",07,273000.00,0000-00-00,
369,0-07-05.140-0028-000,"70L, Rotary Pump-Brand: Magister, SN: 32969",1.06.05.140.00,"Technical and Scientific Equipment",07,273000.00,0000-00-00,
370,0-07-05.140-0029-000,"Commercial Stainless Steel with cabinet and stand with lock- 2155mmW x 710mmL x 905mmH",1.06.05.140.00,"Technical and Scientific Equipment",07,93549.00,0000-00-00,
371,0-07-05.140-0030-000,"Commercial Stainless Steel with cabinet and stand with lock- 2155mmW x 710mmL x 905mmH",1.06.05.140.00,"Technical and Scientific Equipment",07,93549.00,0000-00-00,
372,0-07-05.140-0031-000,"Model: MK-25CTA, 715mm x 560mm x 780m, SN: MY2021M11D10Q019",1.06.05.140.00,"Technical and Scientific Equipment",07,94640.00,0000-00-00,
374,0-07-05.140-0032-000,"with Double Oven-6 burners, Dimensions 40.5"" H x 75cm L x 120cm W",1.06.05.140.00,"Technical and Scientific Equipment",07,130000.00,0000-00-00,
375,0-07-05.140-0033-000,"with Double Oven-6 burners, Dimensions 40.5"" H x 75cm L x 120cm W",1.06.05.140.00,"Technical and Scientific Equipment",07,130000.00,0000-00-00,
376,0-07-05.140-0034-000,"with Double Oven-6 burners, Dimensions 40.5"" H x 75cm L x 120cm W",1.06.05.140.00,"Technical and Scientific Equipment",07,130000.00,0000-00-00,
377,0-07-05.140-0035-000,"with Double Oven-6 burners, Dimensions 40.5"" H x 75cm L x 120cm W",1.06.05.140.00,"Technical and Scientific Equipment",07,130000.00,0000-00-00,
378,0-07-05.140-0036-000,"Food Display, Brand: Ruey Shing, Model: RS-S1003, SN: 63211110031456",1.06.05.140.00,"Technical and Scientific Equipment",07,82400.00,0000-00-00,
379,0-07-05.140-0037-000,"Food Display, Brand: Ruey Shing, Model: RS-S1003, SN: 63211110031409",1.06.05.140.00,"Technical and Scientific Equipment",07,82400.00,0000-00-00,
380,0-07-05.140-0038-000,"4 layers- Dimensions- 71 inches H x 6 feet W x 46.5cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,72832.00,0000-00-00,
381,0-07-05.140-0039-000,"4 layers- Dimensions- 71 inches H x 6 feet W x 46.5cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,72832.00,0000-00-00,
382,0-07-05.140-0040-000,"4 layers- Dimensions- 71 inches H x 6 feet W x 46.5cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,72832.00,0000-00-00,
383,0-07-05.140-0041-000,"4 layers- Dimensions- 71 inches H x 6 feet W x 46.5cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,72832.00,0000-00-00,
384,0-07-05.140-0042-000,"4 layers- Dimensions- 71 inches H x 6 feet W x 46.5cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,72832.00,0000-00-00,
385,0-07-05.140-0043-000,"Heavy Duty Duo with chimneys Dimension- 51inches H x 188.5 cm W x 57cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,73000.00,0000-00-00,
386,0-07-05.140-0044-000,"Heavy Duty Duo with chimneys Dimension- 51inches H x 188.5 cm W x 57cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,73000.00,0000-00-00,
387,0-07-05.140-0045-000,"Heavy Duty Gas, Dimensions-105cm H x 55cm W x 75cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,75000.00,0000-00-00,
388,0-07-05.140-0046-000,"Heavy Duty Gas, Dimensions-105cm H x 55cm W x 75cm L",1.06.05.140.00,"Technical and Scientific Equipment",07,75000.00,0000-00-00,
390,0-07-05.140-0047-000,"Brand: Lehavot, Model: WCK-16Manually Operated, (fire suppression)",1.06.05.140.00,"Technical and Scientific Equipment",07,868520.00,0000-00-00,
391,0-07-05.140-0048-000,"Brand: Binzap, Model DZ500, SN: 323384",1.06.05.140.00,"Technical and Scientific Equipment",07,71500.00,0000-00-00,
392,0-07-05.140-0049-000,"Brand: Dolphin, Model: DW-1200, 12 place settings, SN: 323391",1.06.05.140.00,"Technical and Scientific Equipment",07,135000.00,0000-00-00,
438,0-07-05.140-0050-000,"with Laptops, Item Parts
1. BENCH TOP TENSILE TESTING MACHINE
2. BRINELLE HARDNESS TEST SET
3. Control Box
4. Digital Strain Display
5. LAPTOPS, HP Pavillion; Model: 14-dy1027tu SN: 8CG2043WK4, SN: 8CG151BB4Y, SN: 8CG151BB57, SN: 8CG151BB5B
6. ROTATING FATIQUE MACHINE
7. STRAIN GAUGE TRAINER
8. THIN CYLINDER with Data Aquisition
9. TORSION TESTING MACHINE (30NM)
10. Tortion Meter
11. UNIVERSAL TESTING MACHINE
12. vdas",1.06.05.140.00,"Technical and Scientific Equipment",07,20300000.00,0000-00-00,
439,0-07-05.140-0051-000,"Brand TecQuipmentTD1050, SN: TQ347406-001",1.06.05.140.00,"Technical and Scientific Equipment",07,10490000.00,0000-00-00,
501,0-07-05.140-0052-000,"with accessories (HANON-SH220F Digestor)SN: SH327270748, Scrubber (HANON S402) SIN: S0227240132, UPS, and Dust Cover; Kebos UPS SN: 83622209100516",1.06.05.140.00,"Technical and Scientific Equipment",07,495000.00,0000-00-00,
514,0-07-05.140-0053-000,"Hand Wheel Vertical Type; BIOBASE - BKQ-B100I SN: 	BKQ-B100I22125011",1.06.05.140.00,"Technical and Scientific Equipment",07,324000.00,0000-00-00,
